"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","998","TC_PD_004 - Verify page renders successfully","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","642","TC_PF_003 - Verify By Category section is visible","firefox","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","1276","TC_PS_001 - Verify search box is visible","webkit","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","2343","TC_CF_003 - Verify checkout page content loads","webkit","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","936","TC_PF_001 - Verify product listing page loads","webkit","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","985","TC_PD_010 - Verify URL remains valid after refresh","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","596","TC_PF_012 - Verify filter panel remains visible after category selection","chromium","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","408","TC_HN_001 - Verify homepage loads successfully","chromium","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","1487","TC_PD_010 - Verify URL remains valid after refresh","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","364","TC_API_012 - Verify homepage loads without major network failures","chromium","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","1282","TC_AR_007 - Password field masking","webkit","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","479","TC_RB_008 - Verify no excessive horizontal scroll on mobile","chromium","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","2392","TC_PD_012 - Verify page performance","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
